,dates,water use,gas usage,driving distance,trash production,plane travel
57,57,37.116765991535274,173.07625391524604,90.77406667870487,66.20610783910323,21.220924681422396
58,58,61.76826924303869,177.88195238811954,43.38825043302063,51.59053350459621,8.767054878552614
59,59,63.41530792514571,132.69905523740331,33.60286198093057,30.899984766848142,28.205868102872984
60,60,33.7802170843331,161.1759238194494,63.93972324293716,25.90062826931633,13.78724444359041
61,61,63.76543689617141,142.32513036234616,32.1320981558659,25.47108251754883,7.708361670149819
62,62,58.15216931827436,93.9715723054977,46.313740500418625,61.14829699071455,22.60028871076292
63,63,30.359396231292763,171.1680777866685,76.63657168928736,25.33444319973544,6.098632293074338
64,64,62.81852215228913,63.254721365418845,37.495212580483596,60.37328705671347,27.69248398903479
65,65,35.974357787309245,65.19012529183789,70.57286681793546,36.55679762544245,18.833028101664123
66,66,52.41783659610328,78.21587905061209,32.27214570779194,44.701723425001624,9.108228507000844
67,67,43.11966784523883,128.5854586206553,87.93893106342509,23.215099720614838,15.493137659093627
68,68,41.42870011837719,65.26186250589552,47.966214945477745,28.367834212612113,17.73841244011276
69,69,44.56364495108696,167.3792007493039,39.40750593559983,27.302382601771278,29.94492293648046
70,70,37.82703349671095,82.24206883841737,33.777396075749785,42.515586276778166,6.75586170922958
71,71,68.82928059649325,90.50785611079516,84.11032540693847,48.79868594024339,17.065943079860826
72,72,58.35526315748395,138.20429289478983,60.40985233689109,30.458082430769533,10.71500930107414
73,73,66.28727006893362,148.91308085493705,70.62427278270252,50.45313599872905,11.519216695108241
74,74,24.703399037326573,188.69352446754183,62.69432634602336,30.04785012214934,27.93495826051012
75,75,42.80461994828021,67.96088300490318,80.56402801816216,38.9572938699071,8.43267288391862
76,76,52.14329405838038,102.99034500286609,37.62458357562369,60.85102690379524,16.663680688639488
77,77,64.09631658840097,166.72798563500817,73.14988316039634,35.91727205646945,11.339840131709375
78,78,21.951208505497732,176.80758625769593,37.01956006091029,38.46475441109244,5.63251526276295
79,79,51.42016631920827,133.55200158433547,60.41127083701427,34.92611095804248,8.09692286760397
80,80,23.730904519545458,185.26179772201377,33.63117780593378,29.31284246652865,22.99398283443626
81,81,53.18081929095327,117.93965706487504,69.56245912874317,46.89135369886888,10.22170369400854
82,82,63.546090901168824,57.215085343990964,85.56865145659124,65.23401921230803,27.76343766920091
83,83,55.85025729052991,90.62595713807059,95.32256963507874,33.57796369391778,12.661412667832074
84,84,25.10928730006148,156.97624062061183,43.75884710277754,24.541172209172966,28.398080897379586
85,85,54.7997019488125,95.77337148967973,61.72043855012035,27.17408998919482,20.309602290491053
86,86,46.35952391638904,108.19592856471397,46.67708198191526,68.11550441167013,11.929207591118503
87,87,54.915113722953265,75.43884509719776,82.92115410843962,20.740509168879267,9.633461711340626
88,88,67.83265690106637,86.05759872115631,30.63699295046882,20.129002641237463,7.80573834535687
89,89,66.84821614687775,61.54778577449028,71.76121469711717,28.91750018258763,9.602700552772765
90,90,67.63762825156996,154.64182843645466,33.188986246355825,61.765959712206865,7.713596721908095
91,91,45.11689372907962,151.3609699472903,49.591084734011254,20.546579901785492,8.208753602683982
92,92,50.925699256645075,112.33609333286451,89.19687495354164,26.17867897409375,27.922957963415797
93,93,25.216249379291718,117.07391696267275,87.70310164093142,50.76849023885438,4.601218335630093
94,94,68.2443126000343,161.55629246648635,86.4503282388045,25.086008538223158,8.553230599724333
95,95,24.29638275154767,161.52764291108798,80.63156638579335,66.62779581003372,22.83953079580986
96,96,61.13833635141354,193.12976199660758,59.72751890589902,28.185754561011432,18.563193556094294
97,97,35.13912579635446,86.20884520917132,58.86703557033992,59.14642796560798,20.370316120286407
98,98,41.264731771935516,127.05678207976366,65.69360131061484,59.110823534062206,22.341341336582175
99,99,69.24106344118366,87.18605289813974,67.25844165688093,20.4094860583662,25.895472750964057
